Id,SalePrice
1461,128404.9057
1462,150153.6063
1463,182064.0751
1464,186152.9543
1465,200636.2157
1466,183007.4699
1467,165785.817
1468,174235.2672
1469,181060.5429
1470,118973.7888
1471,200730.1781
1472,94053.73265
1473,99367.10423
1474,156613.1926
1475,146507.6882
1476,382892.1
1477,250700.4548
1478,307527.793
1479,246196.4067
1480,444746.13
1481,310654.5765
1482,209001.9881
1483,176345.5417
1484,179675.5251
1485,172362.1363
1486,195231.1219
1487,330906.8867
1488,240727.0356
1489,198661.8366
1490,196733.7179
1491,190527.0343
1492,97705.45161
1493,172205.1237
1494,298265.6073
1495,299377.6247
1496,230495.3898
1497,192121.7097
1498,156145.2268
1499,154754.7794
1500,147865.3992
1501,175108.9851
1502,168212.4032
1503,309986.4486
1504,228214.1524
1505,221355.1298
1506,181848.3876
1507,218251.57
1508,203106.3566
1509,163497.6548
1510,149572.1349
1511,149571.6801
1512,166638.7059
1513,151021.7047
1514,169268.2346
1515,181728.4922
1516,160786.1027
1517,149623.7237
1518,131034.4778
1519,223352.7948
1520,137270.7949
1521,144358.7196
1522,163576.8032
1523,115129.1552
1524,121890.2914
1525,126690.3593
1526,126132.3424
1527,102166.5401
1528,128012.1689
1529,142243.4199
1530,166339.8041
1531,129467.7187
1532,106850.7058
1533,147761.8526
1534,116888.0099
1535,161121.9517
1536,116623.4911
1537,80550.08613
1538,182037.2026
1539,239258.0214
1540,113160.7656
1541,149878.4131
1542,143590.2393
1543,220371.3245
1544,81668.81441
1545,99546.24635
1546,121085.8991
1547,138171.9484
1548,131717.5532
1549,114443.1235
1550,141415.3915
1551,117497.2703
1552,144719.9892
1553,144998.4898
1554,113652.3686
1555,170358.3701
1556,175080.1118
1557,121444.2594
1558,92934.22347
1559,119126.826
1560,148212.2806
1561,153557.1193
1562,127786.5355
1563,124120.0672
1564,161954.7199
1565,154187.899
1566,216834.5827
1567,79388.1575
1568,221821.5697
1569,145357.5265
1570,124970.8927
1571,133230.9608
1572,144200.5597
1573,236699.5461
1574,116052.5706
1575,220108.0325
1576,213116.7349
1577,191775.1651
1578,159387.6946
1579,140044.6075
1580,190821.3697
1581,137264.4828
1582,127264.5955
1583,326094.53
1584,239689.823
1585,142442.3548
1586,71732.72
1587,109785.0103
1588,149039.5554
1589,99358.78714
1590,132558.8306
1591,104102.6123
1592,122986.3757
1593,115714.0309
1594,139818.98
1595,120299.9834
1596,238761.634
1597,167082.7328
1598,183520.1315
1599,214035.7059
1600,192481.9598
1601,81589.23168
1602,113157.1405
1603,96093.93235
1604,278577.4605
1605,245938.3163
1606,168512.5002
1607,164776.1942
1608,196012.1701
1609,187333.5694
1610,158784.032
1611,147785.6747
1612,155745.0339
1613,169959.4114
1614,118981.6081
1615,87297.68833
1616,81450.06062
1617,90134.68009
1618,127013.0816
1619,133145.2246
1620,155863.1561
1621,137488.7237
1622,155387.0667
1623,294659.6144
1624,214115.1649
1625,130805.0523
1626,174341.2724
1627,188934.2999
1628,282543.9574
1629,176041.2742
1630,355934.9244
1631,215665.6332
1632,243591.7652
1633,169045.9152
1634,182373.4782
1635,182340.9104
1636,162635.8605
1637,176349.4639
1638,210238.6364
1639,178888.0981
1640,248961.4867
1641,179206.342
1642,222740.2294
1643,225854.2444
1644,221300.1192
1645,177585.8577
1646,153991.2059
1647,166407.3202
1648,146653.1903
1649,138649.8203
1650,120424.6478
1651,120904.6667
1652,94247.38645
1653,100585.9994
1654,155152.9135
1655,159780.9236
1656,149953.9175
1657,153984.2273
1658,152693.3285
1659,149325.5485
1660,146756.4178
1661,454110.4085
1662,393903.64
1663,366322.5133
1664,432958.7633
1665,308123.9651
1666,323701.4323
1667,347234.3467
1668,328694.4333
1669,300797.92
1670,339345.1167
1671,262952.0801
1672,455022.52
1673,294886.7415
1674,254143.5406
1675,185135.8051
1676,187187.2004
1677,208768.677
1678,435937.48
1679,369255.42
1680,322585.8867
1681,277978.9887
1682,303106.306
1683,191901.5142
1684,171660.2752
1685,173828.4535
1686,167617.5547
1687,164175.1148
1688,183690.6479
1689,190143.6313
1690,185184.2302
1691,176593.5705
1692,270362.5688
1693,167567.5296
1694,185149.4276
1695,168877.5974
1696,265884.9933
1697,172001.174
1698,336974.0806
1699,321659.26
1700,247870.779
1701,266048.3587
1702,252868.2365
1703,251761.4608
1704,296982.6404
1705,239861.5949
1706,432937.74
1707,215251.9757
1708,204561.1005
1709,280243.076
1710,222177.5927
1711,262643.9192
1712,224880.1857
1713,255414.2205
1714,226029.1679
1715,199100.5606
1716,174032.5331
1717,165207.7168
1718,138337.6222
1719,200150.3394
1720,254002.9002
1721,168583.3775
1722,128494.827
1723,153199.5319
1724,202806.1083
1725,230359.4231
1726,185110.367
1727,173252.6461
1728,187476.2952
1729,159086.6339
1730,164053.0874
1731,121086.5195
1732,132336.2199
1733,127891.8467
1734,129695.4199
1735,135687.5528
1736,117955.8253
1737,362555.28
1738,213341.833
1739,275635.294
1740,183355.5964
1741,173607.6586
1742,175494.5095
1743,176191.9304
1744,325332.1
1745,240605.3373
1746,267144.3714
1747,219903.54
1748,208697.738
1749,160014.7381
1750,148661.6377
1751,228955.9617
1752,124969.9635
1753,145382.4967
1754,216112.69
1755,163897.0191
1756,121226.8191
1757,121428.1115
1758,146475.8181
1759,169022.7774
1760,159772.1165
1761,152117.1626
1762,170182.7155
1763,170299.746
1764,120276.568
1765,172146.8356
1766,168099.8369
1767,205286.9024
1768,139276.6183
1769,175529.5278
1770,139268.2999
1771,136405.7901
1772,138853.4491
1773,143474.9985
1774,133183.7565
1775,133100.2129
1776,117888.0423
1777,117514.3161
1778,129828.1802
1779,116732.7308
1780,181312.9906
1781,129713.3156
1782,103668.276
1783,129209.2616
1784,97934.4964
1785,116782.5097
1786,143006.1667
1787,163339.1057
1788,60825.33768
1789,98220.09179
1790,87910.92595
1791,166761.3028
1792,153118.934
1793,138034.1365
