Id,SalePrice
1461,117043.191603
1462,157121.418075
1463,177122.827437
1464,192199.959167
1465,202149.316274
1466,170463.160801
1467,174466.853548
1468,161873.831395
1469,195717.822026
1470,118273.696056
1471,185373.296097
1472,97670.3018894
1473,97346.7883839
1474,145135.437421
1475,108663.13412
1476,355488.235474
1477,254789.956228
1478,300266.420215
1479,294567.363168
1480,464234.082793
1481,336951.672579
1482,220661.90124
1483,177523.533914
1484,157210.413135
1485,193319.624622
1486,194548.521413
1487,334774.56569
1488,237660.757132
1489,192926.890199
1490,236779.434823
1491,191732.497137
1492,92852.9962325
1493,177564.974837
1494,304310.667027
1495,297336.825788
1496,226812.907286
1497,178141.9435
1498,162725.849069
1499,162442.519729
1500,158076.134275
1501,177576.155899
1502,147223.912658
1503,268954.361816
1504,246840.506686
1505,228435.875641
1506,193122.158412
1507,241347.341636
1508,200079.483029
1509,164209.643022
1510,143157.346237
1511,147368.498673
1512,175626.646598
1513,144736.683367
1514,145323.424364
1515,194053.120516
1516,150602.500246
1517,168478.865501
1518,130224.301628
1519,201192.426425
1520,129182.912985
1521,128738.449464
1522,183167.451489
1523,109179.60816
1524,127177.572326
1525,117824.372222
1526,112566.942985
1527,111675.047817
1528,141460.847706
1529,146614.271643
1530,185344.077452
1531,110958.272249
1532,101197.595667
1533,156969.347497
1534,119106.975225
1535,143791.540697
1536,106531.723678
1537,61820.2913703
1538,143841.6604
1539,207341.598024
1540,90366.0998662
1541,139957.750537
1542,136291.677286
1543,181259.182551
1544,88568.1443647
1545,115447.262824
1546,135410.64849
1547,127595.380086
1548,137156.630187
1549,119757.449993
1550,131694.119333
1551,108412.174665
1552,133103.405477
1553,146428.459583
1554,116344.353004
1555,165574.721753
1556,77357.1571585
1557,102100.998693
1558,97314.0720296
1559,68770.0846742
1560,133268.46542
1561,120205.660589
1562,127330.199074
1563,115879.571431
1564,154907.447331
1565,140842.433818
1566,242966.953131
1567,75204.6410928
1568,230110.965784
1569,122890.528463
1570,144408.800162
1571,122564.165586
1572,143564.235159
1573,231173.951316
1574,121021.118067
1575,220060.861226
1576,240560.402201
1577,176741.045538
1578,141653.006974
1579,145827.821359
1580,193854.617708
1581,156518.099194
1582,123902.042568
1583,279805.617775
1584,216808.860876
1585,134643.897372
1586,60479.3278544
1587,100320.130491
1588,148490.958849
1589,92538.8408682
1590,135407.740244
1591,95136.8770807
1592,112508.122281
1593,123506.414492
1594,114666.955553
1595,107377.758279
1596,213961.662129
1597,184121.468315
1598,229393.191543
1599,164194.645252
1600,156893.907114
1601,65141.8024568
1602,114820.86786
1603,74212.6109851
1604,261008.80637
1605,241651.331527
1606,171676.784912
1607,175555.592595
1608,219489.254022
1609,180292.203724
1610,154506.582685
1611,145051.780582
1612,170122.387989
1613,165811.82441
1614,125413.509344
1615,93902.2801494
1616,79380.7613094
1617,91756.1188403
1618,121787.096153
1619,139166.773874
1620,150722.550619
1621,141146.369936
1622,140515.908394
1623,259196.024005
1624,209671.492519
1625,115864.043632
1626,172290.274303
1627,188948.238999
1628,265745.50539
1629,179228.651019
1630,328011.972062
1631,236936.581324
1632,243477.940407
1633,173183.76295
1634,182679.918313
1635,175815.402701
1636,149602.987314
1637,196810.145218
1638,182852.375475
1639,182945.846017
1640,248668.620028
1641,184476.522447
1642,248784.890652
1643,216409.311571
1644,234128.792967
1645,201244.961046
1646,161064.810782
1647,158000.619447
1648,126738.772711
1649,144013.15815
1650,109780.901431
1651,121513.934288
1652,100511.473776
1653,102817.653451
1654,140834.333187
1655,133586.542262
1656,139350.71343
1657,144340.435565
1658,142796.154448
