Id,SalePrice
1461,162711.4618
1462,173625.9065
1463,170308.673
1464,172623.9552
1465,150730.08
1466,167989.3382
1467,148574.9136
1468,168563.7992
1469,158054.8137
1470,147071.7544
1471,157933.2795
1472,145291.245
1473,159672.0176
1474,164167.5183
1475,150891.6382
1476,172816.772
1477,177294.2667
1478,173965.2987
1479,172468.1141
1480,177485.5543
1481,170391.3583
1482,158230.7752
1483,150453.3902
1484,147183.6749
1485,166225.5445
1486,174350.4707
1487,173062.5816
1488,162986.3789
1489,162330.1991
1490,165845.9386
1491,176342.1762
1492,159614.5779
1493,162977.06
1494,171927.0715
1495,174917.2062
1496,152605.2986
1497,147797.7028
1498,150521.969
1499,146991.6302
1500,150306.3078
1501,151164.3725
1502,151133.707
1503,156214.0425
1504,168513.3061
1505,170367.1744
1506,167697.1476
1507,173227.295
1508,166641.0218
1509,166785.1553
1510,170980.858
1511,161633.2547
1512,174231.4179
1513,175941.4197
1514,160196.647
1515,161115.6371
1516,161787.622
1517,157244.3288
1518,170489.1738
1519,171392.831
1520,168970.9774
1521,148597.8957
1522,177195.5772
1523,170742.5808
1524,163103.1659
1525,162451.922
1526,164934.1135
1527,159738.2926
1528,169188.3269
1529,166765.5308
1530,160208.0686
1531,163602.5122
1532,154126.2702
1533,160928.7532
1534,165863.8321
1535,165109.2258
1536,165644.9402
1537,163070.4719
1538,164418.5033
1539,165514.1566
1540,143368.5816
1541,145724.2431
1542,162374.1965
1543,164678.673
1544,154034.9174
1545,156002.9558
1546,168173.9433
1547,168119.1616
1548,167990.3048
1549,152728.7809
1550,148777.4262
1551,155134.2278
1552,163820.2954
1553,161055.1605
1554,161298.7623
1555,169444.9599
1556,165906.7695
1557,174744.4003
1558,168175.9113
1559,165340.2637
1560,152964.6175
1561,193053.0555
1562,166790.989
1563,160713.2946
1564,165604.9383
1565,167802.4966
1566,152962.5015
1567,164626.5779
1568,170543.8372
1569,168121.1851
1570,176012.5043
1571,168499.0987
1572,166668.6455
1573,162015.3185
1574,166249.8846
1575,156705.7302
1576,161148.1565
1577,157574.5954
1578,174505.5573
1579,151904.9657
1580,174012.0871
1581,162891.8948
1582,165095.883
1583,150076.9554
1584,175547.0532
1585,139647.0957
1586,154216.2301
1587,165233.0544
1588,165277.8407
1589,160930.7148
1590,166994.8563
1591,166340.054
1592,154850.5084
1593,158617.6557
1594,161576.2581
1595,170307.9947
1596,160662.0914
1597,162046.025
1598,165826.8078
1599,138607.9715
1600,150778.959
1601,146966.2303
1602,162182.5962
1603,176825.941
1604,152799.8124
1605,170318.696
1606,173351.145
1607,169772.9888
1608,175800.2517
1609,149714.6565
1610,167278.9026
1611,164055.5895
1612,169848.655
1613,169384.545
1614,150011.1021
1615,159270.5378
1616,163419.6637
1617,163399.9833
1618,161913.9515
1619,161993.1607
1620,147257.5758
1621,163111.5905
1622,168376.4448
1623,166448.4574
1624,161112.8463
1625,164676.8032
1626,145404.1175
1627,172646.9943
1628,175683.4066
1629,163345.8444
1630,153909.5783
1631,162931.2033
1632,165812.8921
1633,161352.3137
1634,162977.4194
1635,168108.6655
1636,147759.7801
1637,165280.9322
1638,167776.0199
1639,172851.1963
1640,163952.5341
1641,163678.2544
1642,168326.1263
1643,169145.3802
1644,172676.612
1645,165182.7112
1646,165286.1888
1647,166640.1054
1648,149337.4576
1649,165245.6297
1650,165248.8749
1651,156526.2197
1652,151713.3847
1653,151713.3847
1654,166373.2623
1655,153999.1003
1656,164096.0974
1657,166335.403
1658,163020.7254
1659,150512.4011
1660,167047.1882
1661,175285.3898
1662,170819.5445
1663,175971.1986
1664,170935.8592
1665,176325.0861
1666,172325.7039
1667,172626.0121
1668,174395.0588
1669,164279.1305
1670,178254.6255
1671,168519.0947
1672,172017.3737
1673,175576.1958
1674,172714.8957
1675,163099.3096
